recording,date,time,temperature,humidity,pressure,lux,oxidizing,reducing,nh3,noise_amp,pm1_0,pm2_5,pm_10
recording_4,07/25/22,17:55:43,97.2548879418735,38.4173057000134,1000.26355393616,434.886,1056.84844274632,309443.084909158,3327.03304640944,13.2336027646672,4,4,4
recording_4,07/25/22,17:55:44,97.2429210976521,38.1079851624534,1000.26625986114,523.5945,1050.24311183144,452828.084667011,7058.22136916187,21.7514577276903,4,4,4
recording_4,07/25/22,17:55:46,97.2423512479497,37.5961728954076,1000.26722514401,554.7043,1079.97915098164,536307.692307693,10486.7781975175,20.8999782667313,3,4,4
recording_4,07/25/22,17:56:20,96.9916175774673,35.5328423398744,1000.23303806894,565.7262,1486.14756488772,717626.373626374,45336.6234834464,19.2237383206801,3,4,4
recording_4,07/25/22,17:56:23,96.933493010421,35.6165483921733,1000.22910016876,557.608,1509.62772785623,717626.373626374,47290.7147348564,16.1984221389316,3,4,4
recording_4,07/25/22,17:56:25,96.9488789231554,35.5687540071562,1000.2233330769,569.34095,1519.69652757514,714602.032838156,48208.0778177205,24.3477653595834,3,4,4
recording_4,07/25/22,16:34:13,96.8554162779226,35.1279617450069,999.893896869439,767.1773,1318.98807792963,555414.392059554,55695.3762466002,13.9878561632134,3,4,4
recording_4,07/25/22,16:34:14,96.8098404309108,35.3528038853178,999.887981293303,711.6216,1328.99022801303,556554.381603481,56768.8787185355,10.6009472506029,2,3,3
